4388.16,7,K,II
4423.25,7,NA,I
4541.63,7,NA,I
4628.441,7,AR,I
4702.99,7,MG,I
4757.39,7,K,I
4791.05,7,K,I
4849.86,7,K,I
4851.1,7,MG,II
5056.27,7,K,II
5068.66,7,ZN,I
5148.7,7,TE,I
5221.271,7,AR,I
5264.37,7,MG,II
5310.24,7,ZN,I
5311.02,7,ZN,I
5409.92,7,TL,II
5469.4,7,IR,I
5573.01,7,MN,I
5607.71,7,RH,I
5621.426,7,GE,I
5630.297,7,TH,I
5642.36,7,CR,I
5648.98,7,OS,I
5648.991,7,TH,I
5649.56,7,RU,I
5653.3,7,RU,I
5674.38,7,OS,I
5681.2,7,CR,I
5682.48,7,CR,I
5686.53,7,YB,II
5719.82,7,CR,I
5733.5,7,TE,I
5738.29,7,MN,I
5746.43,7,CR,I
5753.69,7,CR,I
5780.19,7,MN,I
5816.84,7,MN,I
5887.36,7,IR,I
5907.31,7,RH,I
5908.95,7,OS,I
5916.43,7,MG,II
5941.46,7,RH,I
5981.36,7,OS,I
5987.302,7,AR,I
6026.1,7,IR,I
6054.63,7,OS,I
6098.803,7,AR,I
6170.174,7,AR,I
6241.7,7,OS,I
6296.872,7,AR,I
6307.29,7,K,II
6318.37,7,PT,I
6319.49,7,MG,I
6334.44,7,IR,I
6369.575,7,AR,I
6384.67,7,MN,I
6442.78,7,PR,II
6456.7,7,TE,I
6528.87,7,OS,I
6533.14,7,OS,I
6553.3,7,PR,I
6571.03,7,PR,I
6631,7,PR,I
6661.81,7,OS,I
6694.75,7,Y,I
6701.06,7,EU,I
6756.54,7,RU,I
6781.45,7,MG,II
6784.99,7,PR,II
6805.31,7,W,I
6812.86,7,MG,II
6831.52,7,RU,I
6884.66,7,PR,I
6894,7,V,I
6951.478,7,AR,I
6960.25,7,AR,I
6964.18,7,K,I
7019.25,7,HF,I
7030.33,7,HF,II
7035.13,7,HF,I
7036.281,7,TH,I
7051.07,7,PR,I
7052.14,7,ND,II
7054.74,7,ND,II
7061.47,7,ND,II
7063.69,7,V,I
7137.33,7,PR,II
7143.1,7,LU,I
7151.36,7,V,I
7167.77,7,PR,II
7182.08,7,V,I
7185.52,7,CR,I
7189.95,7,PR,I
7198.7,7,GA,II
7200.046,7,TH,I
7243.26,7,PR,I
7259.21,7,PR,I
7261.64,7,ND,II
7264.82,7,ER,II
7266.96,7,RU,I
7270.664,7,AR,I
7283.95,7,ER,I
7284.904,7,TH,I
7287.61,7,PR,I
7289.19,7,PR,I
7298.72,7,ND,II
7321.43,7,ND,I
7323.12,7,ND,II
7324.42,7,PR,I
7324.808,7,TH,I
7328.47,7,PR,I
7330.38,7,GE,I
